ano,uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
2020,AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,AL,SEPTICEMIA,DOMICILIO,< 9,M,1
2020,AL,SEPTICEMIA,HOSPITAL,< 9,F,76
2020,AL,SEPTICEMIA,HOSPITAL,< 9,M,92
2020,AL,SRAG,HOSPITAL,< 9,F,3
2020,AL,SRAG,HOSPITAL,< 9,M,3
2020,AM,OUTRAS,DOMICILIO,< 9,F,33
2020,AM,OUTRAS,DOMICILIO,< 9,M,47
2020,AM,OUTRAS,HOSPITAL,< 9,F,302
2020,AM,OUTRAS,HOSPITAL,< 9,I,9
2020,AM,OUTRAS,HOSPITAL,< 9,M,347
2020,AM,OUTRAS,IGNORADO,< 9,M,2
2020,AM,OUTRAS,OUTRO,< 9,F,13
2020,AM,OUTRAS,OUTRO,< 9,M,18
2020,AM,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,5
2020,AM,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,11
2020,AM,OUTRAS,VIA_PUBLICA,< 9,M,1
2020,AM,COVID,DOMICILIO,< 9,F,1
2020,AM,COVID,HOSPITAL,< 9,F,6
2020,AM,COVID,HOSPITAL,< 9,M,16
2020,AM,COVID,OUTRO,< 9,M,2
2020,AM,INDETERMINADA,DOMICILIO,< 9,F,1
2020,AM,INDETERMINADA,HOSPITAL,< 9,M,2
2020,AM,INDETERMINADA,OUTRO,< 9,M,1
2020,AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,1
2020,AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,5
2020,AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,36
2020,AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,I,1
2020,AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,36
2020,AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2020,AM,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,< 9,M,1
2020,AM,PNEUMONIA,DOMICILIO,< 9,F,4
2020,AM,PNEUMONIA,DOMICILIO,< 9,M,3
2020,AM,PNEUMONIA,HOSPITAL,< 9,F,48
2020,AM,PNEUMONIA,HOSPITAL,< 9,M,54
2020,AM,PNEUMONIA,OUTRO,< 9,F,1
2020,AM,PNEUMONIA,OUTRO,< 9,M,1
2020,AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,AM,SEPTICEMIA,DOMICILIO,< 9,F,2
2020,AM,SEPTICEMIA,DOMICILIO,< 9,M,1
2020,AM,SEPTICEMIA,HOSPITAL,< 9,F,121
2020,AM,SEPTICEMIA,HOSPITAL,< 9,M,174
2020,AM,SEPTICEMIA,OUTRO,< 9,F,1
2020,AM,SEPTICEMIA,OUTRO,< 9,M,1
2020,AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,4
2020,AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,3
2020,AM,SRAG,HOSPITAL,< 9,F,5
2020,AM,SRAG,HOSPITAL,< 9,M,8
2020,AP,OUTRAS,DOMICILIO,< 9,F,3
2020,AP,OUTRAS,HOSPITAL,< 9,F,38
2020,AP,OUTRAS,HOSPITAL,< 9,I,1
2020,AP,OUTRAS,HOSPITAL,< 9,M,37
2020,AP,OUTRAS,OUTRO,< 9,F,3
2020,AP,OUTRAS,OUTRO,< 9,M,4
2020,AP,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,AP,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,AP,COVID,HOSPITAL,< 9,M,2
2020,AP,INDETERMINADA,HOSPITAL,< 9,F,1
2020,AP,INDETERMINADA,HOSPITAL,< 9,M,1
2020,AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,1
2020,AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,1
2020,AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,5
2020,AP,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2020,AP,PNEUMONIA,HOSPITAL,< 9,F,7
2020,AP,PNEUMONIA,HOSPITAL,< 9,M,9
2020,AP,PNEUMONIA,OUTRO,< 9,M,1
2020,AP,SEPTICEMIA,HOSPITAL,< 9,F,21
2020,AP,SEPTICEMIA,HOSPITAL,< 9,M,26
2020,AP,SEPTICEMIA,OUTRO,< 9,M,1
2020,AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,AP,SRAG,HOSPITAL,< 9,F,4
2020,AP,SRAG,HOSPITAL,< 9,M,1
2020,BA,OUTRAS,DOMICILIO,< 9,F,49
2020,BA,OUTRAS,DOMICILIO,< 9,M,68
2020,BA,OUTRAS,HOSPITAL,< 9,F,589
2020,BA,OUTRAS,HOSPITAL,< 9,I,30
2020,BA,OUTRAS,HOSPITAL,< 9,M,710
2020,BA,OUTRAS,IGNORADO,< 9,I,2
2020,BA,OUTRAS,IGNORADO,< 9,M,4
2020,BA,OUTRAS,OUTRO,< 9,F,8
2020,BA,OUTRAS,OUTRO,< 9,I,1
2020,BA,OUTRAS,OUTRO,< 9,M,9
2020,BA,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,25
2020,BA,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,39
2020,BA,OUTRAS,VIA_PUBLICA,< 9,F,6
2020,BA,OUTRAS,VIA_PUBLICA,< 9,M,7
2020,BA,COVID,HOSPITAL,< 9,F,15
2020,BA,COVID,HOSPITAL,< 9,I,1
2020,BA,COVID,HOSPITAL,< 9,M,24
2020,BA,COVID,OUTRO,< 9,F,1
2020,BA,COVID,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,BA,INDETERMINADA,DOMICILIO,< 9,M,1
2020,BA,INDETERMINADA,HOSPITAL,< 9,F,3
2020,BA,INDETERMINADA,HOSPITAL,< 9,M,2
2020,BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,5
2020,BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,3
2020,BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,201
2020,BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,I,4
2020,BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,260
2020,BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,F,1
2020,BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,F,2
2020,BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2020,BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,9
2020,BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,6
2020,BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,< 9,F,2
2020,BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,< 9,M,4
2020,BA,PNEUMONIA,DOMICILIO,< 9,F,3
2020,BA,PNEUMONIA,HOSPITAL,< 9,F,52
2020,BA,PNEUMONIA,HOSPITAL,< 9,M,54
2020,BA,PNEUMONIA,IGNORADO,< 9,F,1
2020,BA,PNEUMONIA,VIA_PUBLICA,< 9,F,1
2020,BA,SEPTICEMIA,HOSPITAL,< 9,F,234
2020,BA,SEPTICEMIA,HOSPITAL,< 9,I,2
2020,BA,SEPTICEMIA,HOSPITAL,< 9,M,305
2020,BA,SEPTICEMIA,OUTRO,< 9,F,1
2020,BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,8
2020,BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,4
2020,BA,SRAG,HOSPITAL,< 9,F,13
2020,BA,SRAG,HOSPITAL,< 9,M,13
2020,CE,OUTRAS,AMBULANCIA,< 9,F,3
2020,CE,OUTRAS,AMBULANCIA,< 9,M,3
2020,CE,OUTRAS,DOMICILIO,< 9,F,19
2020,CE,OUTRAS,DOMICILIO,< 9,M,27
2020,CE,OUTRAS,HOSPITAL,< 9,F,544
2020,CE,OUTRAS,HOSPITAL,< 9,I,19
2020,CE,OUTRAS,HOSPITAL,< 9,M,597
2020,CE,OUTRAS,IGNORADO,< 9,F,29
2020,CE,OUTRAS,IGNORADO,< 9,M,35
2020,CE,OUTRAS,OUTRO,< 9,F,15
2020,CE,OUTRAS,OUTRO,< 9,M,13
2020,CE,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,12
2020,CE,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,17
2020,CE,OUTRAS,VIA_PUBLICA,< 9,F,4
2020,CE,OUTRAS,VIA_PUBLICA,< 9,I,1
2020,CE,OUTRAS,VIA_PUBLICA,< 9,M,4
2020,CE,COVID,HOSPITAL,< 9,F,20
2020,CE,COVID,HOSPITAL,< 9,M,19
2020,CE,COVID,IGNORADO,< 9,F,1
2020,CE,COVID,IGNORADO,< 9,M,4
2020,CE,COVID,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,CE,INDETERMINADA,DOMICILIO,< 9,F,1
2020,CE,INDETERMINADA,DOMICILIO,< 9,M,1
2020,CE,INDETERMINADA,HOSPITAL,< 9,F,3
2020,CE,INDETERMINADA,HOSPITAL,< 9,M,6
2020,CE,INDETERMINADA,OUTRO,< 9,M,1
2020,CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,5
2020,CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,4
2020,CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,41
2020,CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,I,2
2020,CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,51
2020,CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,F,5
2020,CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,M,6
2020,CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,F,1
2020,CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2020,CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2020,CE,PNEUMONIA,DOMICILIO,< 9,M,1
2020,CE,PNEUMONIA,HOSPITAL,< 9,F,44
2020,CE,PNEUMONIA,HOSPITAL,< 9,M,44
2020,CE,PNEUMONIA,IGNORADO,< 9,F,5
2020,CE,PNEUMONIA,IGNORADO,< 9,M,6
2020,CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,CE,SEPTICEMIA,AMBULANCIA,< 9,M,1
2020,CE,SEPTICEMIA,DOMICILIO,< 9,M,1
2020,CE,SEPTICEMIA,HOSPITAL,< 9,F,107
2020,CE,SEPTICEMIA,HOSPITAL,< 9,M,161
2020,CE,SEPTICEMIA,IGNORADO,< 9,F,8
2020,CE,SEPTICEMIA,IGNORADO,< 9,M,13
2020,CE,SEPTICEMIA,OUTRO,< 9,M,1
2020,CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,5
2020,CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,7
2020,CE,SRAG,HOSPITAL,< 9,F,9
2020,CE,SRAG,HOSPITAL,< 9,M,5
2020,CE,SRAG,IGNORADO,< 9,M,1
2020,DF,OUTRAS,DOMICILIO,< 9,F,6
2020,DF,OUTRAS,DOMICILIO,< 9,M,2
2020,DF,OUTRAS,HOSPITAL,< 9,F,137
2020,DF,OUTRAS,HOSPITAL,< 9,I,4
2020,DF,OUTRAS,HOSPITAL,< 9,M,174
2020,DF,OUTRAS,IGNORADO,< 9,F,15
2020,DF,OUTRAS,IGNORADO,< 9,M,14
2020,DF,OUTRAS,OUTRO,< 9,M,2
2020,DF,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,7
2020,DF,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,5
2020,DF,OUTRAS,VIA_PUBLICA,< 9,F,2
2020,DF,COVID,HOSPITAL,< 9,F,3
2020,DF,COVID,HOSPITAL,< 9,M,2
2020,DF,INDETERMINADA,HOSPITAL,< 9,F,8
2020,DF,INDETERMINADA,HOSPITAL,< 9,M,2
2020,DF,INDETERMINADA,IGNORADO,< 9,M,2
2020,DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,1
2020,DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,33
2020,DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,40
2020,DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2020,DF,PNEUMONIA,HOSPITAL,< 9,F,10
2020,DF,PNEUMONIA,HOSPITAL,< 9,M,17
2020,DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,DF,SEPTICEMIA,DOMICILIO,< 9,M,1
2020,DF,SEPTICEMIA,HOSPITAL,< 9,F,81
2020,DF,SEPTICEMIA,HOSPITAL,< 9,M,80
2020,DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,2
2020,DF,SRAG,HOSPITAL,< 9,F,6
2020,DF,SRAG,HOSPITAL,< 9,M,4
2020,ES,OUTRAS,DOMICILIO,< 9,F,9
2020,ES,OUTRAS,DOMICILIO,< 9,M,19
2020,ES,OUTRAS,HOSPITAL,< 9,F,144
2020,ES,OUTRAS,HOSPITAL,< 9,I,1
2020,ES,OUTRAS,HOSPITAL,< 9,M,165
2020,ES,OUTRAS,OUTRO,< 9,F,3
2020,ES,OUTRAS,OUTRO,< 9,M,2
2020,ES,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,6
2020,ES,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,2
2020,ES,OUTRAS,VIA_PUBLICA,< 9,F,2
2020,ES,OUTRAS,VIA_PUBLICA,< 9,M,3
2020,ES,COVID,HOSPITAL,< 9,F,7
2020,ES,COVID,HOSPITAL,< 9,M,8
2020,ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,1
2020,ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,12
2020,ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,I,1
2020,ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,14
2020,ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,ES,PNEUMONIA,DOMICILIO,< 9,M,1
2020,ES,PNEUMONIA,HOSPITAL,< 9,F,18
2020,ES,PNEUMONIA,HOSPITAL,< 9,M,28
2020,ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,3
2020,ES,SEPTICEMIA,DOMICILIO,< 9,F,1
2020,ES,SEPTICEMIA,HOSPITAL,< 9,F,83
2020,ES,SEPTICEMIA,HOSPITAL,< 9,M,92
2020,ES,SRAG,HOSPITAL,< 9,F,2
2020,ES,SRAG,HOSPITAL,< 9,M,1
2020,GO,OUTRAS,DOMICILIO,< 9,F,18
2020,GO,OUTRAS,DOMICILIO,< 9,M,14
2020,GO,OUTRAS,HOSPITAL,< 9,F,162
2020,GO,OUTRAS,HOSPITAL,< 9,I,4
2020,GO,OUTRAS,HOSPITAL,< 9,M,209
2020,GO,OUTRAS,IGNORADO,< 9,F,1
2020,GO,OUTRAS,IGNORADO,< 9,M,2
2020,GO,OUTRAS,OUTRO,< 9,F,8
2020,GO,OUTRAS,OUTRO,< 9,M,10
2020,GO,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,15
2020,GO,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,21
2020,GO,OUTRAS,VIA_PUBLICA,< 9,F,3
2020,GO,OUTRAS,VIA_PUBLICA,< 9,M,3
2020,GO,COVID,HOSPITAL,< 9,F,3
2020,GO,COVID,HOSPITAL,< 9,M,3
2020,GO,COVID,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,GO,COVID,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,GO,INDETERMINADA,DOMICILIO,< 9,M,1
2020,GO,INDETERMINADA,HOSPITAL,< 9,F,3
2020,GO,INDETERMINADA,IGNORADO,< 9,M,1
2020,GO,INDETERMINADA,OUTRO,< 9,M,1
2020,GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,2
2020,GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,55
2020,GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,I,1
2020,GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,55
2020,GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,M,1
2020,GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,F,1
2020,GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2020,GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,5
2020,GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,7
2020,GO,PNEUMONIA,HOSPITAL,< 9,F,35
2020,GO,PNEUMONIA,HOSPITAL,< 9,M,31
2020,GO,PNEUMONIA,IGNORADO,< 9,F,1
2020,GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,GO,SEPTICEMIA,HOSPITAL,< 9,F,119
2020,GO,SEPTICEMIA,HOSPITAL,< 9,I,2
2020,GO,SEPTICEMIA,HOSPITAL,< 9,M,118
2020,GO,SEPTICEMIA,IGNORADO,< 9,F,2
2020,GO,SEPTICEMIA,IGNORADO,< 9,M,1
2020,GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,7
2020,GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,9
2020,GO,SRAG,HOSPITAL,< 9,F,3
2020,GO,SRAG,HOSPITAL,< 9,M,3
2020,GO,SRAG,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,MA,OUTRAS,DOMICILIO,< 9,F,30
2020,MA,OUTRAS,DOMICILIO,< 9,I,2
2020,MA,OUTRAS,DOMICILIO,< 9,M,34
2020,MA,OUTRAS,HOSPITAL,< 9,F,263
2020,MA,OUTRAS,HOSPITAL,< 9,I,6
2020,MA,OUTRAS,HOSPITAL,< 9,M,307
2020,MA,OUTRAS,IGNORADO,< 9,F,3
2020,MA,OUTRAS,IGNORADO,< 9,M,2
2020,MA,OUTRAS,OUTRO,< 9,F,6
2020,MA,OUTRAS,OUTRO,< 9,M,13
2020,MA,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,5
2020,MA,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,4
2020,MA,OUTRAS,VIA_PUBLICA,< 9,F,5
2020,MA,OUTRAS,VIA_PUBLICA,< 9,M,1
2020,MA,COVID,HOSPITAL,< 9,F,9
2020,MA,COVID,HOSPITAL,< 9,M,2
2020,MA,COVID,OUTRO,< 9,M,1
2020,MA,INDETERMINADA,DOMICILIO,< 9,M,2
2020,MA,INDETERMINADA,HOSPITAL,< 9,F,4
2020,MA,INDETERMINADA,HOSPITAL,< 9,M,2
2020,MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,2
2020,MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,1
2020,MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,32
2020,MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,40
2020,MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,F,1
2020,MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2020,MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,< 9,F,1
2020,MA,PNEUMONIA,DOMICILIO,< 9,F,1
2020,MA,PNEUMONIA,DOMICILIO,< 9,M,4
2020,MA,PNEUMONIA,HOSPITAL,< 9,F,27
2020,MA,PNEUMONIA,HOSPITAL,< 9,M,36
2020,MA,PNEUMONIA,IGNORADO,< 9,M,1
2020,MA,PNEUMONIA,OUTRO,< 9,F,1
2020,MA,PNEUMONIA,VIA_PUBLICA,< 9,M,1
2020,MA,SEPTICEMIA,DOMICILIO,< 9,M,1
2020,MA,SEPTICEMIA,HOSPITAL,< 9,F,68
2020,MA,SEPTICEMIA,HOSPITAL,< 9,M,82
2020,MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,MA,SEPTICEMIA,VIA_PUBLICA,< 9,M,1
2020,MA,SRAG,HOSPITAL,< 9,F,3
2020,MA,SRAG,HOSPITAL,< 9,M,4
2020,MG,OUTRAS,DOMICILIO,< 9,F,42
2020,MG,OUTRAS,DOMICILIO,< 9,M,66
2020,MG,OUTRAS,HOSPITAL,< 9,F,771
2020,MG,OUTRAS,HOSPITAL,< 9,I,15
2020,MG,OUTRAS,HOSPITAL,< 9,M,927
2020,MG,OUTRAS,IGNORADO,< 9,F,17
2020,MG,OUTRAS,IGNORADO,< 9,I,1
2020,MG,OUTRAS,IGNORADO,< 9,M,19
2020,MG,OUTRAS,OUTRO,< 9,F,1
2020,MG,OUTRAS,OUTRO,< 9,M,13
2020,MG,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,13
2020,MG,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,21
2020,MG,OUTRAS,VIA_PUBLICA,< 9,F,8
2020,MG,OUTRAS,VIA_PUBLICA,< 9,M,8
2020,MG,COVID,HOSPITAL,< 9,F,11
2020,MG,COVID,HOSPITAL,< 9,M,14
2020,MG,COVID,IGNORADO,< 9,F,1
2020,MG,COVID,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,MG,INDETERMINADA,DOMICILIO,< 9,M,3
2020,MG,INDETERMINADA,HOSPITAL,< 9,F,9
2020,MG,INDETERMINADA,HOSPITAL,< 9,I,1
2020,MG,INDETERMINADA,HOSPITAL,< 9,M,14
2020,MG,INDETERMINADA,OUTRO,< 9,M,1
2020,MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2020,MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2020,MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,3
2020,MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,3
2020,MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,133
2020,MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,I,4
2020,MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,179
2020,MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,F,1
2020,MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,M,4
2020,MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,F,1
2020,MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2020,MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,5
2020,MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,3
2020,MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,< 9,F,2
2020,MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,< 9,M,3
