ano,uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
2022,CE,OUTRAS,OUTRO,< 9,F,3
2022,CE,OUTRAS,OUTRO,< 9,M,6
2022,CE,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,4
2022,CE,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,I,1
2022,CE,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,6
2022,CE,OUTRAS,VIA_PUBLICA,< 9,F,1
2022,CE,OUTRAS,VIA_PUBLICA,< 9,M,3
2022,CE,COVID,DOMICILIO,< 9,F,1
2022,CE,COVID,HOSPITAL,< 9,F,12
2022,CE,COVID,HOSPITAL,< 9,M,18
2022,CE,COVID,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,CE,INDETERMINADA,AMBULANCIA,< 9,M,1
2022,CE,INDETERMINADA,HOSPITAL,< 9,F,2
2022,CE,INDETERMINADA,POSTO_SAUDE,< 9,M,1
2022,CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,5
2022,CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,1
2022,CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,17
2022,CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,20
2022,CE,PNEUMONIA,AMBULANCIA,< 9,F,1
2022,CE,PNEUMONIA,DOMICILIO,< 9,M,2
2022,CE,PNEUMONIA,HOSPITAL,< 9,F,21
2022,CE,PNEUMONIA,HOSPITAL,< 9,M,27
2022,CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2022,CE,SEPTICEMIA,DOMICILIO,< 9,M,1
2022,CE,SEPTICEMIA,HOSPITAL,< 9,F,53
2022,CE,SEPTICEMIA,HOSPITAL,< 9,M,69
2022,CE,SEPTICEMIA,OUTRO,< 9,M,1
2022,CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,2
2022,CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2022,CE,SRAG,HOSPITAL,< 9,F,2
2022,CE,SRAG,HOSPITAL,< 9,M,3
2022,DF,OUTRAS,DOMICILIO,< 9,F,3
2022,DF,OUTRAS,HOSPITAL,< 9,F,72
2022,DF,OUTRAS,HOSPITAL,< 9,I,1
2022,DF,OUTRAS,HOSPITAL,< 9,M,78
2022,DF,OUTRAS,IGNORADO,< 9,F,2
2022,DF,OUTRAS,IGNORADO,< 9,I,1
2022,DF,OUTRAS,IGNORADO,< 9,M,4
2022,DF,OUTRAS,OUTRO,< 9,M,3
2022,DF,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,DF,OUTRAS,VIA_PUBLICA,< 9,M,1
2022,DF,COVID,HOSPITAL,< 9,F,4
2022,DF,COVID,HOSPITAL,< 9,M,3
2022,DF,INDETERMINADA,HOSPITAL,< 9,F,1
2022,DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,2
2022,DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,10
2022,DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,15
2022,DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2022,DF,PNEUMONIA,HOSPITAL,< 9,F,14
2022,DF,PNEUMONIA,HOSPITAL,< 9,M,10
2022,DF,SEPTICEMIA,HOSPITAL,< 9,F,27
2022,DF,SEPTICEMIA,HOSPITAL,< 9,M,39
2022,DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2022,DF,SRAG,HOSPITAL,< 9,F,3
2022,DF,SRAG,HOSPITAL,< 9,M,3
2022,ES,OUTRAS,DOMICILIO,< 9,F,2
2022,ES,OUTRAS,DOMICILIO,< 9,M,3
2022,ES,OUTRAS,HOSPITAL,< 9,F,52
2022,ES,OUTRAS,HOSPITAL,< 9,I,1
2022,ES,OUTRAS,HOSPITAL,< 9,M,59
2022,ES,OUTRAS,OUTRO,< 9,F,1
2022,ES,OUTRAS,OUTRO,< 9,M,1
2022,ES,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,2
2022,ES,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,6
2022,ES,OUTRAS,VIA_PUBLICA,< 9,M,1
2022,ES,COVID,HOSPITAL,< 9,F,5
2022,ES,COVID,HOSPITAL,< 9,M,1
2022,ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,5
2022,ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,6
2022,ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,ES,PNEUMONIA,DOMICILIO,< 9,M,1
2022,ES,PNEUMONIA,HOSPITAL,< 9,F,23
2022,ES,PNEUMONIA,HOSPITAL,< 9,M,20
2022,ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2022,ES,SEPTICEMIA,HOSPITAL,< 9,F,34
2022,ES,SEPTICEMIA,HOSPITAL,< 9,M,44
2022,ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2022,ES,SRAG,HOSPITAL,< 9,M,4
2022,GO,OUTRAS,DOMICILIO,< 9,F,8
2022,GO,OUTRAS,DOMICILIO,< 9,M,5
2022,GO,OUTRAS,HOSPITAL,< 9,F,77
2022,GO,OUTRAS,HOSPITAL,< 9,I,1
2022,GO,OUTRAS,HOSPITAL,< 9,M,91
2022,GO,OUTRAS,IGNORADO,< 9,F,1
2022,GO,OUTRAS,IGNORADO,< 9,M,4
2022,GO,OUTRAS,OUTRO,< 9,F,3
2022,GO,OUTRAS,OUTRO,< 9,M,4
2022,GO,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,15
2022,GO,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,12
2022,GO,OUTRAS,VIA_PUBLICA,< 9,F,3
2022,GO,OUTRAS,VIA_PUBLICA,< 9,M,1
2022,GO,COVID,HOSPITAL,< 9,F,4
2022,GO,COVID,HOSPITAL,< 9,M,9
2022,GO,COVID,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,GO,COVID,OUTROS_SERVICOS_SAUDE,< 9,M,1
2022,GO,INDETERMINADA,HOSPITAL,< 9,M,2
2022,GO,INDETERMINADA,OUTRO,< 9,F,1
2022,GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,1
2022,GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,18
2022,GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,30
2022,GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,F,1
2022,GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,3
2022,GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,3
2022,GO,PNEUMONIA,DOMICILIO,< 9,F,1
2022,GO,PNEUMONIA,DOMICILIO,< 9,M,2
2022,GO,PNEUMONIA,HOSPITAL,< 9,F,21
2022,GO,PNEUMONIA,HOSPITAL,< 9,M,10
2022,GO,PNEUMONIA,IGNORADO,< 9,F,1
2022,GO,PNEUMONIA,IGNORADO,< 9,M,3
2022,GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,2
2022,GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,3
2022,GO,SEPTICEMIA,HOSPITAL,< 9,F,38
2022,GO,SEPTICEMIA,HOSPITAL,< 9,M,39
2022,GO,SEPTICEMIA,IGNORADO,< 9,M,1
2022,GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,3
2022,GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,4
2022,GO,SRAG,HOSPITAL,< 9,F,4
2022,GO,SRAG,IGNORADO,< 9,F,1
2022,MA,OUTRAS,DOMICILIO,< 9,F,8
2022,MA,OUTRAS,DOMICILIO,< 9,M,5
2022,MA,OUTRAS,HOSPITAL,< 9,F,96
2022,MA,OUTRAS,HOSPITAL,< 9,I,1
2022,MA,OUTRAS,HOSPITAL,< 9,M,131
2022,MA,OUTRAS,OUTRO,< 9,F,1
2022,MA,OUTRAS,OUTRO,< 9,M,6
2022,MA,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,MA,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,2
2022,MA,OUTRAS,VIA_PUBLICA,< 9,F,2
2022,MA,OUTRAS,VIA_PUBLICA,< 9,M,3
2022,MA,COVID,HOSPITAL,< 9,F,3
2022,MA,COVID,HOSPITAL,< 9,M,5
2022,MA,COVID,OUTRO,< 9,M,1
2022,MA,INDETERMINADA,HOSPITAL,< 9,F,1
2022,MA,INDETERMINADA,HOSPITAL,< 9,M,4
2022,MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,1
2022,MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,17
2022,MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,12
2022,MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,F,1
2022,MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,F,2
2022,MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2022,MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2022,MA,PNEUMONIA,DOMICILIO,< 9,F,3
2022,MA,PNEUMONIA,DOMICILIO,< 9,M,1
2022,MA,PNEUMONIA,HOSPITAL,< 9,F,10
2022,MA,PNEUMONIA,HOSPITAL,< 9,M,17
2022,MA,PNEUMONIA,OUTRO,< 9,M,1
2022,MA,SEPTICEMIA,HOSPITAL,< 9,F,26
2022,MA,SEPTICEMIA,HOSPITAL,< 9,M,42
2022,MA,SEPTICEMIA,OUTRO,< 9,M,2
2022,MA,SRAG,HOSPITAL,< 9,F,2
2022,MA,SRAG,HOSPITAL,< 9,M,2
2022,MG,OUTRAS,DOMICILIO,< 9,F,27
2022,MG,OUTRAS,DOMICILIO,< 9,M,27
2022,MG,OUTRAS,HOSPITAL,< 9,F,347
2022,MG,OUTRAS,HOSPITAL,< 9,I,5
2022,MG,OUTRAS,HOSPITAL,< 9,M,342
2022,MG,OUTRAS,IGNORADO,< 9,F,3
2022,MG,OUTRAS,OUTRO,< 9,F,5
2022,MG,OUTRAS,OUTRO,< 9,M,4
2022,MG,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,8
2022,MG,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,16
2022,MG,OUTRAS,POSTO_SAUDE,< 9,F,1
2022,MG,OUTRAS,VIA_PUBLICA,< 9,F,1
2022,MG,OUTRAS,VIA_PUBLICA,< 9,M,2
2022,MG,COVID,HOSPITAL,< 9,F,15
2022,MG,COVID,HOSPITAL,< 9,M,10
2022,MG,INDETERMINADA,DOMICILIO,< 9,F,1
2022,MG,INDETERMINADA,DOMICILIO,< 9,M,1
2022,MG,INDETERMINADA,HOSPITAL,< 9,F,9
2022,MG,INDETERMINADA,HOSPITAL,< 9,M,5
2022,MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,4
2022,MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,1
2022,MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,58
2022,MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,84
2022,MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,F,1
2022,MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,M,2
2022,MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,2
2022,MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2022,MG,PNEUMONIA,DOMICILIO,< 9,M,1
2022,MG,PNEUMONIA,HOSPITAL,< 9,F,35
2022,MG,PNEUMONIA,HOSPITAL,< 9,M,43
2022,MG,PNEUMONIA,IGNORADO,< 9,F,2
2022,MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2022,MG,PNEUMONIA,VIA_PUBLICA,< 9,M,1
2022,MG,SEPTICEMIA,DOMICILIO,< 9,F,1
2022,MG,SEPTICEMIA,HOSPITAL,< 9,F,139
2022,MG,SEPTICEMIA,HOSPITAL,< 9,M,171
2022,MG,SEPTICEMIA,IGNORADO,< 9,F,1
2022,MG,SEPTICEMIA,IGNORADO,< 9,M,4
2022,MG,SEPTICEMIA,OUTRO,< 9,M,1
2022,MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2022,MG,SRAG,HOSPITAL,< 9,F,2
2022,MG,SRAG,HOSPITAL,< 9,M,7
2022,MG,SRAG,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,MS,OUTRAS,DOMICILIO,< 9,F,5
2022,MS,OUTRAS,DOMICILIO,< 9,M,14
2022,MS,OUTRAS,HOSPITAL,< 9,F,102
2022,MS,OUTRAS,HOSPITAL,< 9,I,1
2022,MS,OUTRAS,HOSPITAL,< 9,M,109
2022,MS,OUTRAS,VIA_PUBLICA,< 9,F,3
2022,MS,COVID,HOSPITAL,< 9,F,1
2022,MS,COVID,HOSPITAL,< 9,M,2
2022,MS,INDETERMINADA,HOSPITAL,< 9,F,1
2022,MS,INDETERMINADA,HOSPITAL,< 9,M,1
2022,MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,1
2022,MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,3
2022,MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,18
2022,MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,17
2022,MS,PNEUMONIA,DOMICILIO,< 9,F,1
2022,MS,PNEUMONIA,DOMICILIO,< 9,M,3
2022,MS,PNEUMONIA,HOSPITAL,< 9,F,13
2022,MS,PNEUMONIA,HOSPITAL,< 9,M,15
2022,MS,PNEUMONIA,VIA_PUBLICA,< 9,M,1
2022,MS,SEPTICEMIA,DOMICILIO,< 9,F,1
2022,MS,SEPTICEMIA,HOSPITAL,< 9,F,31
2022,MS,SEPTICEMIA,HOSPITAL,< 9,M,35
2022,MS,SRAG,HOSPITAL,< 9,F,1
2022,MS,SRAG,HOSPITAL,< 9,M,2
2022,MS,SRAG,POSTO_SAUDE,< 9,F,1
2022,MT,OUTRAS,AMBULANCIA,< 9,M,1
2022,MT,OUTRAS,DOMICILIO,< 9,F,1
2022,MT,OUTRAS,DOMICILIO,< 9,M,4
2022,MT,OUTRAS,HOSPITAL,< 9,F,57
2022,MT,OUTRAS,HOSPITAL,< 9,I,1
2022,MT,OUTRAS,HOSPITAL,< 9,M,69
2022,MT,OUTRAS,IGNORADO,< 9,F,16
2022,MT,OUTRAS,IGNORADO,< 9,M,22
2022,MT,OUTRAS,OUTRO,< 9,F,10
2022,MT,OUTRAS,OUTRO,< 9,M,8
2022,MT,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,MT,OUTRAS,VIA_PUBLICA,< 9,M,2
2022,MT,COVID,HOSPITAL,< 9,F,2
2022,MT,COVID,HOSPITAL,< 9,M,4
2022,MT,COVID,IGNORADO,< 9,F,1
2022,MT,COVID,IGNORADO,< 9,M,3
2022,MT,INDETERMINADA,IGNORADO,< 9,F,2
2022,MT,INDETERMINADA,IGNORADO,< 9,M,2
2022,MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,1
2022,MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,8
2022,MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,14
2022,MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,F,8
2022,MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,I,1
2022,MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,< 9,M,14
2022,MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,M,1
2022,MT,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,< 9,M,1
2022,MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,< 9,F,1
2022,MT,PNEUMONIA,DOMICILIO,< 9,M,1
2022,MT,PNEUMONIA,HOSPITAL,< 9,F,8
2022,MT,PNEUMONIA,HOSPITAL,< 9,M,9
2022,MT,PNEUMONIA,IGNORADO,< 9,F,5
2022,MT,PNEUMONIA,IGNORADO,< 9,M,5
2022,MT,PNEUMONIA,OUTRO,< 9,M,1
2022,MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2022,MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2022,MT,SEPTICEMIA,HOSPITAL,< 9,F,23
2022,MT,SEPTICEMIA,HOSPITAL,< 9,M,27
2022,MT,SEPTICEMIA,IGNORADO,< 9,F,14
2022,MT,SEPTICEMIA,IGNORADO,< 9,M,13
2022,MT,SRAG,HOSPITAL,< 9,F,4
2022,MT,SRAG,HOSPITAL,< 9,M,1
2022,MT,SRAG,IGNORADO,< 9,M,1
2022,PA,OUTRAS,DOMICILIO,< 9,F,14
2022,PA,OUTRAS,DOMICILIO,< 9,M,17
2022,PA,OUTRAS,HOSPITAL,< 9,F,69
2022,PA,OUTRAS,HOSPITAL,< 9,I,2
2022,PA,OUTRAS,HOSPITAL,< 9,M,100
2022,PA,OUTRAS,IGNORADO,< 9,F,1
2022,PA,OUTRAS,IGNORADO,< 9,M,1
2022,PA,OUTRAS,OUTRO,< 9,F,2
2022,PA,OUTRAS,OUTRO,< 9,M,2
2022,PA,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,2
2022,PA,COVID,HOSPITAL,< 9,F,2
2022,PA,COVID,HOSPITAL,< 9,M,7
2022,PA,COVID,OUTROS_SERVICOS_SAUDE,< 9,M,1
2022,PA,INDETERMINADA,DOMICILIO,< 9,F,1
2022,PA,INDETERMINADA,HOSPITAL,< 9,F,2
2022,PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,1
